k	trial	retained_edges	sampled_cost	estimate_S	relative_error
17915	117	3045	84826	848249583.21925366	0.088763233630643645
17915	118	3249	84498	844969623.49822557	0.084553270404381875
17915	119	2627	72908	729071046.77043998	-0.064207320426013736
17915	120	2666	69940	699391411.2460165	-0.1023023535221842
17915	121	2590	73744	737430944.10818183	-0.053477048300542673
17915	122	3007	86657	866559358.36925995	0.1122645832260234
17915	123	2676	72336	723351117.01303756	-0.07154908556449413
17915	124	2786	77191	771900520.81056988	-0.0092339286635819695
17915	125	2987	82187	821859907.29305625	0.05489099901447303
17915	126	2328	61005	610042508.47960007	-0.21698534567659211
17915	127	2818	79970	799690179.54452288	0.026435241475992521
17915	128	2643	71434	714331227.78021073	-0.083126484436713
17915	129	2607	72452	724511102.76803517	-0.070060196130816377
17915	130	3059	79356	793550254.94479382	0.018554395680490998
17915	131	3115	89825	898238969.33333468	0.15292666706991431
17915	132	3086	79341	793400256.78681993	0.018361866874412103
17915	133	2524	68191	681901626.02626681	-0.12475121231099906
17915	134	2816	77665	776640462.60254312	-0.0031500183914847657
17915	135	2994	81360	813590008.85009861	0.044276244172649193
17915	136	2644	74166	741650892.28584576	-0.048060571222852788
17915	137	3144	83275	832739773.68475866	0.068855755082071868
17915	138	2870	76690	766890582.33424366	-0.015664390786621518
17915	139	2369	62573	625722315.92646539	-0.19685966781446429
17915	140	3109	82431	824299877.3294307	0.058022800926691875
17915	141	2935	85570	855689491.85475588	0.098312662412163299
17915	142	3075	84699	846979598.81507504	0.087133156405841072
17915	143	3272	83037	830359802.91157377	0.06580096469228458
17915	144	2724	75581	755800718.52137792	-0.029898687182730921
17915	145	3351	91514	915128761.92118883	0.17460541063441282
17915	146	2658	75066	750650781.76427603	-0.036508842858111068
17915	147	3031	82302	823009893.17085564	0.056367053194412264
17915	148	2823	74338	743370871.16394579	-0.045852907579813196
17915	149	3259	89219	892179043.75119162	0.14514850330432139
17915	150	3114	72795	727941060.64703703	-0.065657704098475822
17915	151	3151	86800	867989340.80861056	0.11410002451064338
17915	152	2470	69463	694621469.82244837	-0.1084247695554974
17915	153	3179	87936	879349201.30582929	0.12868087275769513
17915	154	2674	76144	761430649.38399589	-0.022672439327898197
17915	155	2555	73826	738250934.0384388	-0.052424557493977342
17915	156	3518	92573	925718631.87414193	0.18819794434359238
17915	157	2685	78020	780190419.00792396	0.0014064966857190164
17915	158	2334	60858	608572526.53145659	-0.2188721279761664
17915	159	3238	87050	870489310.10817468	0.11730883794529401
17915	160	3082	83887	838859698.53009129	0.076710930370096353
17915	161	2750	68980	689791529.13569081	-0.11462419711124205
17915	162	2813	72511	725101095.52273226	-0.06930291616023887
17915	163	3182	92856	928548597.12124825	0.19183032115161658
17915	164	3383	95243	952418303.99348497	0.22246807182565909
17915	165	2565	67725	677241683.25187969	-0.13073244055318733
17915	166	3178	85793	857919464.46996701	0.10117492399587147
17915	167	2756	80181	801800153.6333549	0.029143480014837575
17915	168	2630	70067	700661395.650195	-0.10067227629738174
17915	169	2675	74209	742080887.00537086	-0.047508655312092696
17915	170	2632	70682	706811320.12712228	-0.092778595248141693
17915	171	2598	70597	705961330.56527054	-0.093869591815922804
17915	172	2779	73087	730861024.78892767	-0.061909810006804178
17915	173	2723	75934	759330675.17236221	-0.02536784261300451
17915	174	3157	90900	908988837.32145989	0.16672456483891152
17915	175	2598	60484	604832572.45930874	-0.22367251287440371
17915	176	2764	77316	773150505.46035182	-0.0076295219462567676
17915	177	3120	90621	906198871.58314645	0.1631435290458414
17915	178	2515	71534	715331215.50003636	-0.081842959062852771
17915	179	2853	75793	757920692.48740816	-0.027177613390147348
17915	180	3239	97865	978637982.00731194	0.25612210712827332
17915	181	2880	81569	815679983.18453407	0.046958812204016986
17915	182	2585	70642	706411325.03919208	-0.093292005397685673
17915	183	2918	80999	809980053.18152833	0.039642717573014075
17915	184	2854	76162	761610647.17356455	-0.022441404760603301
17915	185	2486	66402	664011845.71858716	-0.14771348124935768
17915	186	3123	83520	835189743.59833133	0.072000392248029454
17915	187	3130	85316	853149523.04639888	0.095052507962558375
17915	188	2888	81901	818999942.41435504	0.051220116445232833
17915	189	2734	75176	751750768.2560842	-0.035096964946864873
17915	190	2741	77390	773890496.37302279	-0.0066797131696001433
17915	191	3613	104512	1045107165.7441188	0.34143803872876011
17915	192	2602	71221	712201253.93698215	-0.085860393483035313
17915	193	2406	65496	654951956.97696733	-0.15934222113653096
17915	194	2808	82880	828789822.19144762	0.063785829855324216
17915	195	2509	65447	654461962.9942528	-0.1599711485697225
17915	196	2827	77597	775960470.9530617	-0.0040228156457096098
17915	197	3593	100514	1005127656.7054919	0.2901226942818298
17915	198	2570	73530	735290970.38775504	-0.056223792600603506
17915	199	2586	67103	671021759.63456452	-0.13871596837859779
